"","Suburb","Rooms","Type","Price","Method","SellerG","Date","Distance","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
"10713","Williamstown",2,"u",412000,"SP","Williams","25/02/2017",8,1,1,478,65,1980,"Hobsons Bay City Council",-37.8586,144.8937,"Western Metropolitan","6380"
"10718","Williamstown",4,"h",1630000,"S","Greg","25/02/2017",8,2,2,265,197,2010,"Hobsons Bay City Council",-37.8656,144.9039,"Western Metropolitan","6380"
"10721","Williamstown",3,"h",1482500,"S","Sweeney","27/06/2016",8,2,1,506,139,1910,"Hobsons Bay City Council",-37.8592,144.888,"Western Metropolitan","6380"
"10722","Williamstown",4,"h",1300000,"PI","Sweeney","27/06/2016",8,2,2,369,250,1980,"Hobsons Bay City Council",-37.8576,144.8992,"Western Metropolitan","6380"
"10724","Williamstown",4,"h",2255000,"S","Raine","27/11/2016",8,1,3,765,257,1880,"Hobsons Bay City Council",-37.8621,144.8999,"Western Metropolitan","6380"
"10726","Williamstown",3,"h",1710000,"SP","RT","27/11/2016",8,2,1,260,170,2016,"Hobsons Bay City Council",-37.8671,144.9001,"Western Metropolitan","6380"
"10728","Williamstown",4,"h",2440000,"S","Sweeney","27/11/2016",8,3,3,500,278,2005,"Hobsons Bay City Council",-37.8638,144.8798,"Western Metropolitan","6380"
"10743","Williamstown North",2,"u",380000,"PI","Greg","18/06/2016",8.9,1,1,478,64,1960,"Hobsons Bay City Council",-37.8564,144.8864,"Western Metropolitan","802"
"10745","Williamstown North",2,"u",367500,"S","Sweeney","24/09/2016",8.9,1,1,478,61,1970,"Hobsons Bay City Council",-37.8571,144.8841,"Western Metropolitan","802"
"10747","Williamstown North",3,"h",1225000,"SP","Raine","27/11/2016",8.9,1,1,311,126,1920,"Hobsons Bay City Council",-37.8546,144.8762,"Western Metropolitan","802"
"10748","Windsor",2,"u",580000,"VB","Jellis","3/09/2016",5.1,2,1,478,78,2012,"Port Phillip City Council",-37.8558,144.9903,"Southern Metropolitan","4380"
"10752","Windsor",3,"h",2302000,"S","Marshall","4/03/2017",5.1,1,4,440,144,1895,"Port Phillip City Council",-37.8528,144.9994,"Southern Metropolitan","4380"
"10756","Windsor",2,"u",611000,"S","Hodges","4/03/2017",5.1,1,1,598,75,1940,"Port Phillip City Council",-37.8564,144.9971,"Southern Metropolitan","4380"
"10760","Windsor",2,"u",8e+05,"S","Fletchers","7/05/2016",5.1,1,1,478,92,1930,"Port Phillip City Council",-37.8577,145.0002,"Southern Metropolitan","4380"
"10761","Windsor",1,"u",275000,"VB","Gary","7/05/2016",5.1,1,1,478,44,1970,"Port Phillip City Council",-37.8564,145.0016,"Southern Metropolitan","4380"
"10763","Windsor",3,"h",1540000,"S","Biggin","7/11/2016",5.1,2,1,138,147,2000,"Port Phillip City Council",-37.8556,144.995,"Southern Metropolitan","4380"
"10766","Windsor",3,"h",1370000,"S","Paul","10/09/2016",5.1,1,2,317,112,1900,"Port Phillip City Council",-37.856,144.9891,"Southern Metropolitan","4380"
"10774","Windsor",1,"u",452000,"S","Marshall","11/02/2017",5.1,1,1,478,46,1974,"Port Phillip City Council",-37.8568,145.0004,"Southern Metropolitan","4380"
"10783","Windsor",1,"u",501000,"PI","Noel","16/07/2016",5.1,1,1,478,51,2005,"Port Phillip City Council",-37.8571,144.9979,"Southern Metropolitan","4380"
"10784","Windsor",2,"u",380000,"VB","hockingstuart","16/07/2016",5.1,1,1,478,71,1970,"Port Phillip City Council",-37.8555,145.0018,"Southern Metropolitan","4380"
"10788","Windsor",2,"h",1177000,"PI","Marshall","18/03/2017",5.1,2,2,521,122,2000,"Port Phillip City Council",-37.8543,144.9939,"Southern Metropolitan","4380"
"10790","Windsor",2,"u",6e+05,"S","Biggin","18/06/2016",5.1,1,1,478,83,1970,"Port Phillip City Council",-37.8559,144.999,"Southern Metropolitan","4380"
"10794","Windsor",2,"h",1500000,"S","Jellis","19/11/2016",5.1,1,2,478,96,1928,"Port Phillip City Council",-37.8518,144.9868,"Southern Metropolitan","4380"
"10795","Windsor",3,"u",830000,"S","hockingstuart","19/11/2016",5.1,2,2,478,112,2000,"Port Phillip City Council",-37.8526,144.9977,"Southern Metropolitan","4380"
"10796","Windsor",2,"u",1200000,"SP","Jellis","19/11/2016",5.1,2,1,478,111,2007,"Port Phillip City Council",-37.8563,144.9916,"Southern Metropolitan","4380"
"10800","Windsor",2,"u",6e+05,"SP","hockingstuart","24/09/2016",5.1,1,1,1452,96,1970,"Port Phillip City Council",-37.8554,145.0018,"Southern Metropolitan","4380"
"10815","Windsor",2,"u",474000,"S","Beller","28/08/2016",5.1,1,1,478,66,1985,"Port Phillip City Council",-37.8552,145.0005,"Southern Metropolitan","4380"
"10817","Windsor",2,"h",1350000,"S","Jellis","28/08/2016",5.1,1,1,157,101,1900,"Port Phillip City Council",-37.8522,144.986,"Southern Metropolitan","4380"
"10818","Windsor",3,"h",1910000,"S","Marshall","28/08/2016",5.1,3,1,143,89,1890,"Port Phillip City Council",-37.8525,144.9881,"Southern Metropolitan","4380"
"10821","Yallambie",4,"h",915000,"S","Barry","4/03/2017",15,3,1,531,237,1990,"Banyule City Council",-37.7198,145.1034,"Northern Metropolitan","1369"
"10825","Yallambie",3,"h",810000,"S","Buckingham","10/12/2016",15,2,2,568,173,1975,"Banyule City Council",-37.7216,145.1066,"Northern Metropolitan","1369"
"10826","Yallambie",3,"h",753000,"S","Barry","11/02/2017",15,2,1,536,154,1975,"Banyule City Council",-37.7233,145.1045,"Northern Metropolitan","1369"
"10828","Yallambie",3,"h",602500,"S","Ray","13/08/2016",15,2,2,586,140,1970,"Banyule City Council",-37.7279,145.1017,"Northern Metropolitan","1369"
"10829","Yallambie",3,"h",742000,"S","Barry","15/10/2016",15,1,1,614,117,1978,"Banyule City Council",-37.7305,145.081,"Northern Metropolitan","1369"
"10830","Yallambie",4,"h",953000,"S","Fletchers","15/10/2016",15,2,2,551,150,1997,"Banyule City Council",-37.7302,145.0883,"Northern Metropolitan","1369"
"10832","Yallambie",3,"h",650000,"S","hockingstuart","17/09/2016",15,1,1,706,129,1970,"Banyule City Council",-37.731,145.0811,"Northern Metropolitan","1369"
"10835","Yallambie",3,"h",731000,"S","hockingstuart","18/06/2016",15,2,2,566,156,1991,"Banyule City Council",-37.7195,145.1034,"Northern Metropolitan","1369"
"10837","Yallambie",3,"h",710000,"S","Miles","19/11/2016",15,1,1,616,115,1960,"Banyule City Council",-37.7306,145.0854,"Northern Metropolitan","1369"
"10843","Yallambie",3,"h",936000,"S","Buckingham","26/07/2016",15,2,2,587,232,1994,"Banyule City Council",-37.72,145.1014,"Northern Metropolitan","1369"
"10846","Yallambie",3,"h",721000,"S","Barry","28/08/2016",15,1,1,687,122,1978,"Banyule City Council",-37.7303,145.0823,"Northern Metropolitan","1369"
"10848","Yarraville",3,"h",1e+06,"S","Jas","3/09/2016",7,2,1,448,147,1940,"Maribyrnong City Council",-37.8228,144.8799,"Western Metropolitan","6543"
"10850","Yarraville",2,"h",890000,"SP","Village","3/09/2016",7,1,2,471,103,1950,"Maribyrnong City Council",-37.8149,144.8707,"Western Metropolitan","6543"
"10852","Yarraville",3,"h",1165000,"S","Village","3/09/2016",7,1,0,191,105,1910,"Maribyrnong City Council",-37.8175,144.8879,"Western Metropolitan","6543"
"10854","Yarraville",4,"h",1550000,"S","Village","3/12/2016",7,2,2,427,233,2010,"Maribyrnong City Council",-37.8187,144.8771,"Western Metropolitan","6543"
"10855","Yarraville",3,"h",770000,"VB","Jas","3/12/2016",7,1,2,323,139,1960,"Maribyrnong City Council",-37.8108,144.8899,"Western Metropolitan","6543"
"10856","Yarraville",3,"h",871000,"S","Jas","3/12/2016",7,2,2,428,100,1965,"Maribyrnong City Council",-37.8167,144.8965,"Western Metropolitan","6543"
"10857","Yarraville",3,"h",780000,"S","Village","3/12/2016",7,2,2,213,120,2004,"Maribyrnong City Council",-37.8175,144.8964,"Western Metropolitan","6543"
"10858","Yarraville",2,"t",650000,"VB","Jas","3/12/2016",7,1,1,478,2,1980,"Maribyrnong City Council",-37.8113,144.8955,"Western Metropolitan","6543"
"10859","Yarraville",3,"h",770000,"SP","Jas","3/12/2016",7,1,1,138,82,1890,"Maribyrnong City Council",-37.82,144.891,"Western Metropolitan","6543"
"10863","Yarraville",4,"h",1235000,"SP","Jas","4/03/2017",7,2,2,244,206,2011,"Maribyrnong City Council",-37.8139,144.8741,"Western Metropolitan","6543"
"10866","Yarraville",2,"h",1e+06,"VB","Village","4/03/2017",7,1,1,220,105,1910,"Maribyrnong City Council",-37.8115,144.8875,"Western Metropolitan","6543"
"10868","Yarraville",3,"h",1320000,"S","Jas","4/03/2017",7,2,2,473,171,1920,"Maribyrnong City Council",-37.8217,144.8842,"Western Metropolitan","6543"
"10869","Yarraville",3,"h",1100000,"VB","Village","4/03/2017",7,2,0,214,129,1910,"Maribyrnong City Council",-37.8175,144.8929,"Western Metropolitan","6543"
"10870","Yarraville",2,"u",782000,"S","hockingstuart","4/03/2017",7,1,1,1555,92,2013,"Maribyrnong City Council",-37.8156,144.8943,"Western Metropolitan","6543"
"10872","Yarraville",3,"h",910000,"S","Village","4/06/2016",7,3,2,197,109,2013,"Maribyrnong City Council",-37.8197,144.8875,"Western Metropolitan","6543"
"10874","Yarraville",2,"h",856000,"S","Greg","4/06/2016",7,1,1,261,100,1880,"Maribyrnong City Council",-37.8157,144.887,"Western Metropolitan","6543"
"10875","Yarraville",3,"h",670000,"VB","Village","4/06/2016",7,1,1,477,120,1960,"Maribyrnong City Council",-37.8186,144.8736,"Western Metropolitan","6543"
"10876","Yarraville",4,"h",706000,"S","Jas","4/06/2016",7,1,0,165,93,1900,"Maribyrnong City Council",-37.819,144.895,"Western Metropolitan","6543"
"10878","Yarraville",3,"h",1050000,"S","hockingstuart","4/06/2016",7,2,1,462,132,1960,"Maribyrnong City Council",-37.8128,144.8695,"Western Metropolitan","6543"
"10882","Yarraville",4,"h",1320000,"SP","Village","7/05/2016",7,2,1,319,171,1915,"Maribyrnong City Council",-37.8197,144.8957,"Western Metropolitan","6543"
"10888","Yarraville",5,"h",1815000,"S","Village","8/10/2016",7,2,2,644,172,1890,"Maribyrnong City Council",-37.8102,144.8857,"Western Metropolitan","6543"
"10889","Yarraville",2,"h",630000,"PI","Jas","8/10/2016",7,1,1,148,79,2003,"Maribyrnong City Council",-37.822,144.89,"Western Metropolitan","6543"
"10891","Yarraville",4,"h",1870000,"S","Sweeney","8/10/2016",7,1,3,766,167,1968,"Maribyrnong City Council",-37.8126,144.8905,"Western Metropolitan","6543"
"10896","Yarraville",3,"h",1930000,"S","Jas","10/12/2016",7,1,4,902,129,1920,"Maribyrnong City Council",-37.8153,144.8796,"Western Metropolitan","6543"
"10900","Yarraville",1,"u",510000,"SP","hockingstuart","11/02/2017",7,1,2,478,83,2004,"Maribyrnong City Council",-37.8173,144.894,"Western Metropolitan","6543"
"10901","Yarraville",2,"u",381000,"PI","Jas","11/02/2017",7,1,1,478,65,1960,"Maribyrnong City Council",-37.8128,144.8953,"Western Metropolitan","6543"
"10902","Yarraville",3,"t",1040000,"S","Sweeney","12/11/2016",7,2,0,352,152,2016,"Maribyrnong City Council",-37.8164,144.8869,"Western Metropolitan","6543"
"10905","Yarraville",1,"h",470000,"PI","Jas","12/11/2016",7,1,2,478,83,2004,"Maribyrnong City Council",-37.8173,144.894,"Western Metropolitan","6543"
"10907","Yarraville",2,"u",501344,"SP","Sweeney","13/08/2016",7,1,1,478,72,1950,"Maribyrnong City Council",-37.8106,144.8957,"Western Metropolitan","6543"
"10912","Yarraville",3,"h",796000,"S","Greg","14/05/2016",7,1,1,464,120,1960,"Maribyrnong City Council",-37.8151,144.8638,"Western Metropolitan","6543"
"10917","Yarraville",3,"h",1055000,"S","hockingstuart","16/04/2016",7,1,3,670,116,1940,"Maribyrnong City Council",-37.8134,144.8745,"Western Metropolitan","6543"
"10918","Yarraville",3,"t",620000,"VB","iOne","16/04/2016",7,3,1,478,141,2014,"Maribyrnong City Council",-37.8194,144.8826,"Western Metropolitan","6543"
"10921","Yarraville",1,"u",345000,"S","hockingstuart/Village","16/04/2016",7,1,1,478,47,1970,"Maribyrnong City Council",-37.8111,144.887,"Western Metropolitan","6543"
"10923","Yarraville",3,"h",950000,"SP","Village","16/04/2016",7,1,2,240,84,1880,"Maribyrnong City Council",-37.8202,144.8896,"Western Metropolitan","6543"
"10928","Yarraville",4,"h",1200000,"S","Village","16/07/2016",7,2,2,417,157,1900,"Maribyrnong City Council",-37.8197,144.8969,"Western Metropolitan","6543"
"10930","Yarraville",3,"h",1005000,"S","Sweeney","16/07/2016",7,1,1,438,115,1960,"Maribyrnong City Council",-37.8177,144.8711,"Western Metropolitan","6543"
"10940","Yarraville",4,"h",1340000,"VB","Village","18/03/2017",7,2,0,297,175,1900,"Maribyrnong City Council",-37.8108,144.888,"Western Metropolitan","6543"
"10942","Yarraville",3,"h",865000,"SP","Jas","18/06/2016",7,1,1,189,87,1930,"Maribyrnong City Council",-37.8159,144.8795,"Western Metropolitan","6543"
"10943","Yarraville",3,"h",781500,"S","Jas","18/06/2016",7,1,2,341,132,1950,"Maribyrnong City Council",-37.8224,144.8818,"Western Metropolitan","6543"
"10944","Yarraville",4,"h",1401000,"S","Village","19/11/2016",7,1,1,306,133,1910,"Maribyrnong City Council",-37.8102,144.8885,"Western Metropolitan","6543"
"10945","Yarraville",2,"h",630000,"S","Jas","19/11/2016",7,2,2,168,121,2000,"Maribyrnong City Council",-37.8225,144.8814,"Western Metropolitan","6543"
"10947","Yarraville",5,"h",1137500,"S","hockingstuart","22/05/2016",7,3,4,446,244,1950,"Maribyrnong City Council",-37.8146,144.8692,"Western Metropolitan","6543"
"10952","Yarraville",4,"h",1158000,"S","Jas","23/04/2016",7,1,3,411,96,1910,"Maribyrnong City Council",-37.8117,144.8873,"Western Metropolitan","6543"
"10954","Yarraville",3,"h",955000,"S","Village","24/09/2016",7,2,2,206,173,2006,"Maribyrnong City Council",-37.8127,144.8965,"Western Metropolitan","6543"
"10955","Yarraville",3,"h",1081000,"SP","Village","24/09/2016",7,1,1,448,104,1940,"Maribyrnong City Council",-37.8171,144.8753,"Western Metropolitan","6543"
"10956","Yarraville",3,"h",725000,"S","Sweeney","24/09/2016",7,1,5,558,128,1940,"Maribyrnong City Council",-37.8119,144.868,"Western Metropolitan","6543"
"10957","Yarraville",2,"h",767000,"S","Jas","25/02/2017",7,1,0,128,80,1920,"Maribyrnong City Council",-37.8179,144.8908,"Western Metropolitan","6543"
"10962","Yarraville",3,"h",1450000,"S","Village","25/02/2017",7,2,2,542,211,2016,"Maribyrnong City Council",-37.811,144.8844,"Western Metropolitan","6543"
"10963","Yarraville",3,"h",1430000,"SP","Village","25/02/2017",7,3,2,386,172,1940,"Maribyrnong City Council",-37.816,144.8936,"Western Metropolitan","6543"
"10964","Yarraville",3,"h",1275000,"SP","Village","25/02/2017",7,1,2,229,128,1910,"Maribyrnong City Council",-37.8172,144.8919,"Western Metropolitan","6543"
"10965","Yarraville",4,"h",1606000,"SP","Jas","26/07/2016",7,2,3,455,178,1890,"Maribyrnong City Council",-37.8177,144.8839,"Western Metropolitan","6543"
"10968","Yarraville",2,"h",780000,"S","Hunter","27/06/2016",7,1,1,435,114,1950,"Maribyrnong City Council",-37.8223,144.8779,"Western Metropolitan","6543"
"10970","Yarraville",3,"h",670000,"PI","Biggin","27/06/2016",7,1,1,463,119,1950,"Maribyrnong City Council",-37.8137,144.8636,"Western Metropolitan","6543"
"10972","Yarraville",3,"h",1380000,"S","Village","27/11/2016",7,2,2,235,144,1910,"Maribyrnong City Council",-37.815,144.8928,"Western Metropolitan","6543"
"10975","Yarraville",2,"u",480500,"SP","Jas","27/11/2016",7,1,1,478,65,1970,"Maribyrnong City Council",-37.8182,144.8846,"Western Metropolitan","6543"
"10976","Yarraville",4,"h",1520000,"VB","Jas","27/11/2016",7,2,0,261,160,1910,"Maribyrnong City Council",-37.8123,144.8888,"Western Metropolitan","6543"
"10978","Yarraville",5,"h",1287000,"S","hockingstuart","27/11/2016",7,2,2,488,213,1930,"Maribyrnong City Council",-37.8131,144.8778,"Western Metropolitan","6543"
"10981","Yarraville",3,"t",8e+05,"VB","Jas","28/05/2016",7,2,1,169,150,2007,"Maribyrnong City Council",-37.8122,144.8965,"Western Metropolitan","6543"
"10983","Yarraville",3,"h",1460000,"SP","Village","28/05/2016",7,1,2,463,119,1900,"Maribyrnong City Council",-37.8172,144.8924,"Western Metropolitan","6543"
"10986","Yarraville",3,"h",840000,"S","Village","28/08/2016",7,1,1,470,127,1970,"Maribyrnong City Council",-37.822,144.8904,"Western Metropolitan","6543"
"10987","Yarraville",3,"h",900500,"S","Village","28/08/2016",7,1,1,208,100,1970,"Maribyrnong City Council",-37.8145,144.8804,"Western Metropolitan","6543"
"10989","Yarraville",3,"h",940000,"S","Village","28/08/2016",7,2,2,171,146,2007,"Maribyrnong City Council",-37.8124,144.8957,"Western Metropolitan","6543"
"10991","Aberfeldie",1,"u",380000,"S","Nelson","3/12/2016",9.1,1,1,478,39,1990,"Moonee Valley City Council",-37.7561,144.9028,"Western Metropolitan","1543"
"10992","Aberfeldie",4,"h",1646000,"S","Rendina","4/03/2017",9.1,3,2,757,157,1950,"Moonee Valley City Council",-37.7606,144.8909,"Western Metropolitan","1543"
"10995","Aberfeldie",2,"u",470000,"S","Brad","7/05/2016",9.1,1,1,976,71,2000,"Moonee Valley City Council",-37.7557,144.9037,"Western Metropolitan","1543"
"10997","Aberfeldie",4,"h",1346000,"S","Nelson","8/10/2016",9.1,2,2,559,204,1995,"Moonee Valley City Council",-37.7614,144.8925,"Western Metropolitan","1543"
"10999","Aberfeldie",3,"t",935000,"SP","Nelson","10/09/2016",9.1,2,2,217,149,2005,"Moonee Valley City Council",-37.7591,144.8923,"Western Metropolitan","1543"
"11002","Aberfeldie",4,"h",3900000,"S","Nelson","10/12/2016",9.1,4,4,670,375,2010,"Moonee Valley City Council",-37.7637,144.8931,"Western Metropolitan","1543"
"11004","Aberfeldie",4,"h",1150000,"PI","Nelson","11/02/2017",9.1,2,2,578,35,2010,"Moonee Valley City Council",-37.7614,144.8953,"Western Metropolitan","1543"
"11005","Aberfeldie",1,"h",1720000,"PI","Nelson","15/10/2016",9.1,2,1,676,136,1965,"Moonee Valley City Council",-37.7632,144.898,"Western Metropolitan","1543"
"11006","Aberfeldie",2,"h",1705000,"S","Nelson","15/10/2016",9.1,1,2,809,131,1980,"Moonee Valley City Council",-37.7587,144.9015,"Western Metropolitan","1543"
"11007","Aberfeldie",3,"h",1190000,"S","Barry","17/09/2016",9.1,1,1,465,115,1950,"Moonee Valley City Council",-37.7626,144.8954,"Western Metropolitan","1543"
"11010","Aberfeldie",5,"h",1740000,"S","Nelson","18/06/2016",9.1,3,2,839,247,1925,"Moonee Valley City Council",-37.759,144.9015,"Western Metropolitan","1543"
"11013","Aberfeldie",4,"h",1200000,"VB","Nelson","19/11/2016",9.1,2,2,578,35,2010,"Moonee Valley City Council",-37.7614,144.8953,"Western Metropolitan","1543"
"11016","Aberfeldie",3,"u",726000,"S","Barry","24/09/2016",9.1,1,1,229,111,1996,"Moonee Valley City Council",-37.7606,144.8973,"Western Metropolitan","1543"
"11018","Aberfeldie",3,"t",1300000,"SP","Barry","25/02/2017",9.1,3,1,593,205,2016,"Moonee Valley City Council",-37.7584,144.8968,"Western Metropolitan","1543"
"11021","Aberfeldie",2,"h",670000,"SP","Frank","27/11/2016",9.1,1,2,478,103,1990,"Moonee Valley City Council",-37.76,144.9002,"Western Metropolitan","1543"
"11023","Aberfeldie",4,"h",1350000,"S","Nelson","28/05/2016",9.1,2,2,1076,180,1960,"Moonee Valley City Council",-37.7609,144.8905,"Western Metropolitan","1543"
"11026","Bellfield",3,"h",773000,"S","Nelson","6/08/2016",9.5,1,2,626,93,1955,"Banyule City Council",-37.752,145.0367,"Eastern Metropolitan","790"
"11034","Bellfield",3,"h",645000,"SP","Nelson","22/05/2016",9.5,1,2,631,109,1950,"Banyule City Council",-37.7506,145.043,"Eastern Metropolitan","790"
"11036","Bellfield",3,"h",720000,"SP","McGrath","25/02/2017",9.5,2,1,231,145,2012,"Banyule City Council",-37.7527,145.0392,"Eastern Metropolitan","790"
"11037","Bellfield",3,"h",625000,"PI","Nelson","28/05/2016",9.5,1,2,609,93,1950,"Banyule City Council",-37.7504,145.0335,"Eastern Metropolitan","790"
"11040","Brunswick East",3,"h",1310000,"S","Nelson","3/12/2016",4.5,1,2,456,144,1950,"Moreland City Council",-37.7638,144.9804,"Northern Metropolitan","5533"
"11041","Brunswick East",4,"h",856000,"S","Harrington","3/12/2016",4.5,2,2,136,151,1997,"Moreland City Council",-37.7601,144.9805,"Northern Metropolitan","5533"
"11044","Brunswick East",2,"h",580000,"S","Nelson","4/03/2017",4.5,1,1,478,65,1975,"Moreland City Council",-37.7668,144.9765,"Northern Metropolitan","5533"
